,Volatilite,Sharpe,Rendement
1583,0.920464988005,0.000207060585,99.08747192197
1582,0.184405185494,0.010058710517,0.154705056303
1458,0.348895358283,0.024155709293,0.274182987794
1579,-0.783348484812,-0.16349180164,0.38133937891
1457,-0.512038876524,-0.125269480234,0.258040992041
1578,-0.354240821044,-0.072505999565,0.299897890054
1456,-0.281946627817,-0.077301220723,0.229069238928
1577,1.277433719819,0.156534276887,0.174338870407
1455,0.917133864384,0.20107042843,0.101697546931
1453,0.092642520152,-0.00554087911,0.283916388978
1574,0.749337098904,0.090456368982,0.186035805393
1573,0.627022212899,0.069034230802,0.202395469975
1594,0.129105675111,-0.001443701014,0.20813576263
1591,1.640412772874,0.129671356813,0.256042969134
1590,2.31741885683,0.188338478009,0.225083235792
1468,-0.821703341452,-0.201610999223,0.344282090891
1588,-0.294209674464,-0.067207900468,0.273238435253
1587,0.364667666732,0.028254290739,0.250484654755
1465,1.307909749185,0.181478556661,0.153296286317
1464,-0.124979537312,-0.037585501511,0.269831643171
1585,2.19316264334,0.164050123046,0.249003724497
1463,-0.228326785126,-0.062113625921,0.24081850458
1484,0.756567756582,0.134081968842,0.126720111566
1481,0.313283353822,0.020939834496,0.266407364125
1598,0.424396643085,0.042488347099,0.206001619292
1476,-0.71901939124,-0.184461700881,0.286427627438
1597,0.357305165802,0.079116536121,0.086781935519
1475,-0.362695128748,-0.086363437809,0.257569621173
1596,1.609291274004,0.181989040276,0.179825391484
1474,0.650425941008,0.058566593442,0.248166858568
1595,1.568323537179,0.169791114876,0.189010742912
1495,-0.829319584885,-0.218236772206,0.325274232763
2100,0.220810379693,0.012509386555,0.218510678706
1494,-0.255230359658,-0.057628078704,0.283086533727
1493,-0.152916549404,-0.04512154989,0.252372139886
1492,0.222927272943,0.015904544378,0.176103740446
1491,-0.197138358164,-0.052458673811,0.25624604232
1490,0.774702217409,0.063861103898,0.272407810896
1489,0.475867115248,0.03438984142,0.294944608326
1487,-0.070460857408,-0.06854481422,0.114046093283
1486,0.236207239586,0.01820252309,0.176965866025
1485,1.826589694827,0.311381061733,0.115409709856
2111,-0.09174002097,-0.024868647985,0.350181447822
2110,0.153604165713,0.001063623066,0.500714134251
2106,1.774605067015,0.155016545975,0.227011815097
2105,0.206156600898,0.01162398853,0.194740460934
1499,-0.164698409085,-0.105889017004,0.112614487984
2104,0.031804056703,-0.012921534432,0.293337591427
1498,0.115871914166,-0.006420366671,0.118022798911
2103,0.117221179778,-0.002296260699,0.309586233284
1497,-0.260165717635,-0.061677405307,0.26861567485
2102,0.02051843533,-0.020113721372,0.209580877902
1496,1.01588306799,0.115803261144,0.193768155177
2101,1.012573519107,0.095773694724,0.233611145951
2109,-0.596758948243,-0.049188821168,0.802225480114
2122,1.666693927618,0.14908449677,0.22536579859
2001,3.466991934657,0.166070201769,0.328137406735
2000,4.956982419955,0.23022016214,0.288138147069
2120,4.950415156103,0.213540376113,0.310431139815
2119,0.163469727337,0.003648114174,0.236628860852
2117,0.033417594112,-0.024217932118,0.154016555706
2116,-0.317369788664,-0.094367908823,0.208058391592
2115,0.529354808748,0.074226480659,0.155463031201
2113,0.276420258698,0.021063848469,0.212125860651
2112,11.18291492919,0.268183198207,0.35924813165
2133,0.733128253637,0.11559129077,0.142406123338
2012,0.070453709156,-0.006917029332,0.342304655316
2132,0.301472940676,0.045941818318,0.113754461313
2011,0.920422041534,0.106057730086,0.193443932211
2131,-0.410703531064,-0.119040153105,0.211794167498
2010,-0.770822966422,-0.187745046286,0.321169131668
2009,1.827160138582,0.096076846856,0.374122484341
2129,-0.547035396168,-0.127731345995,0.274918484327
2008,-0.172362215929,-0.066974390422,0.183323910536
2128,0.531740749887,0.045234851486,0.25645409038
2007,0.047080309488,-0.004778661367,0.674257461334
2127,0.362069150439,0.038481796749,0.181976621529
2006,-0.030158780406,-0.011393069496,0.542585611327
2005,-0.85280840333,-0.122036573681,0.625313763071
2004,1.475120928048,0.154196882649,0.19853318909
2003,-0.621801412186,-0.136523207238,0.306525730855
2123,-0.968619103442,-0.352518225317,0.369089195476
2002,0.328157748274,0.019467071883,0.309141953643
2144,0.337446083284,0.034394486557,0.182883378118
2023,4.702228195893,0.122669719913,0.526036330488
2143,-0.325278777494,-0.082519902563,0.243302807765
2022,-0.517094550554,-0.053551711461,0.610918540513
2142,-0.846704757476,-0.276497679242,0.270718538472
2021,0.718935416548,0.076110773461,0.212015234776
2141,-0.064694927602,-0.034840415135,0.217538786791
2020,-0.230073688247,-0.053327563787,0.282119467123
2140,0.86338317707,0.102860378472,0.187856701356
2019,-0.283701582245,-0.05016552504,0.354837547889
2139,0.674179371141,0.115498307783,0.1307116691
2018,0.656073603563,0.111131965614,0.131994207885
2138,0.202825187975,0.012958758434,0.166381411728
2017,0.498135527408,0.038976693806,0.275299539874
2137,0.333255544499,0.032994462244,0.186929806783
2136,1.022897449232,0.115968783916,0.194679918333
2015,0.570652528385,0.025913461297,0.485687909944
2135,0.431559703617,0.057386693414,0.155942742397
2014,-0.661409249767,-0.118483997978,0.387843538885
2134,0.422919596562,0.052091960042,0.167243814714
2013,1.399517231816,0.129277284508,0.22721293725
2034,0.656555073869,0.032524595653,0.451357514653
2154,4.559888089021,0.223422576118,0.284148981192
2033,2.238041071345,0.147342679612,0.281064850944
2153,0.482518123334,0.061588853111,0.167552356116
2032,4.330368937396,0.135096636192,0.457061289535
2152,0.779554862062,0.093688173633,0.186833241081
2031,3.11388494868,0.126405528371,0.404495152787
2151,-0.166061214374,-0.135513609927,0.08845787841
2030,-0.505776296304,-0.102382957926,0.311043918671
2150,0.132414692641,-0.001811121046,0.103226256155
2029,-0.277578429637,-0.064292640203,0.271821156362
2149,0.515626248864,0.076410327516,0.14638862149
2028,-0.719469183655,-0.115967889601,0.456107515701
2148,0.179027348116,0.0078939354,0.174726285078
2027,1.175497799316,0.079253797898,0.321327377242
2147,0.483588969467,0.065725455705,0.157437706318
2026,0.495767727631,0.06800784159,0.15686768193
2146,-0.160710941217,-0.081774531305,0.143590068539
2025,0.963496390229,0.075594086394,0.283023985243
2145,1.398537147947,0.185397261704,0.158347296122
2024,68.629619541819,0.313405808504,0.552076326474
2166,0.594230881367,0.064684654048,0.203625900452
2045,-0.258192440801,-0.09935186421,0.165732710591
2165,2.289585573124,0.244602128222,0.171916526067
2044,-0.37255506719,-0.092921536693,0.245756659443
2164,-0.556208069397,-0.110059690978,0.326018979938
2043,0.91605763057,0.025724128876,0.794045773143
2163,0.036322156463,-0.020320873622,0.178213136978
2042,3.759749391016,0.142641533847,0.400261691165
2162,0.549528600542,0.06981754488,0.172649677272
2041,0.166820218148,0.004232404682,0.230351150886
2040,0.842701586985,0.068543500313,0.27546995736
2161,1.31246970856,0.135388526779,0.206064044981
2160,0.80432979279,0.11563939939,0.156089307534
2039,-0.609143556814,-0.098277522755,0.41334773354
2159,-0.383796339281,-0.099561730368,0.236249819785
2038,0.073026844791,-0.010095239176,0.225331899962
2158,-0.11115370528,-0.070927236129,0.134495078175
2037,0.10027957868,-0.003833559804,0.33995737883
2157,0.543105347041,0.05981359835,0.198798660431
2036,2.256964804279,0.129482174402,0.32165290248
2156,-0.407741375221,-0.121134092186,0.206566980304
2035,2.18279640138,0.132221465533,0.307951432327
2056,-0.058826325662,-0.027566524272,0.26620039356
2055,-0.276445709016,-0.079132803238,0.220090248751
2174,0.004387915046,-0.026614890235,0.181512295071
2053,3.507213714581,0.150855462876,0.363663438418
2173,0.389613297295,0.046363820208,0.167919782474
2052,-0.124350809987,-0.039215834872,0.257910253795
2172,1.995184510237,0.203169674888,0.188352744536
2051,-0.871827148452,-0.176457784816,0.460501936211
2171,0.41954236527,0.053099349127,0.162319342036
2050,-0.525444609888,-0.114086412195,0.292500556831
2170,0.604504864114,0.09113758114,0.14729429417
2169,0.328454505351,0.033529470741,0.179746650179
2168,0.076242220733,-0.011663474233,0.185101618804
2047,0.044591012481,-0.013728752071,0.241399343224
2167,0.325756675479,0.019293905197,0.308255601901
2046,1.005660014513,0.154211620755,0.144199948042
2067,1.08578861892,0.09933992313,0.239503558397
2188,-0.253965496678,-0.151832964584,0.10701860363
2066,2.452322386357,0.234502131792,0.187653295389
2187,-0.030066144275,-0.053444830637,0.115596437091
2065,0.665573983745,0.076068440769,0.195797591952
2186,0.143854592418,0.001053033064,0.192870466394
2064,4.410013170134,0.245114652636,0.254405434719
2185,1.142955239795,0.137649345097,0.180654041982
2063,2.677567340878,0.154371594127,0.301663459912
2184,0.242476585361,0.015150454956,0.225615278987
2062,2.846512203114,0.242762903507,0.199344952452
2182,0.795809293444,0.093748415723,0.19054306219
2060,-0.492016407044,-0.095846325233,0.32148537632
2059,0.623639301589,0.073672652887,0.188541170129
2058,3.630099545046,0.148420611153,0.377050029705
2057,0.03053857893,-0.019433872332,0.197480645125
2191,0.727781860515,0.144838782098,0.112808592674
2190,0.485816443881,0.098219423438,0.105951394055
2078,0.45277121967,0.039198107031,0.242997563087
2077,0.872268419845,0.100032525661,0.195048301263
2076,0.261012732476,0.003857514775,1.0356253738
2197,0.122716151609,-0.002562878966,0.203136746831
2075,0.447349800719,0.054522958109,0.172011888292
2196,1.526880774018,0.247706454881,0.126928949007
2074,2.066226255149,0.201400464549,0.19469811373
2195,1.647777232206,0.216931220869,0.153565253092
2073,0.248862553757,0.011289211798,0.320465848508
2194,1.906010218485,0.257209422706,0.144048923243
2072,0.128502911811,-0.001653992369,0.194197221882
2193,0.35329565225,0.041251173501,0.163639161444
2192,-0.012888366153,-0.042294306374,0.130059018268
2068,-0.016166897528,-0.027681495838,0.20335391702
2189,0.683926868391,0.138825272338,0.110395349945
2081,0.090844253215,-0.00771755953,0.212108797919
2080,-0.904309308834,-0.154995921615,0.591142716665
2089,0.04620377803,-0.014697732825,0.22142472968
2088,-0.198067188745,-0.056185538501,0.240037663643
2086,0.552405397366,0.051777523509,0.234210117712
2085,0.469144425193,0.049130083452,0.2028118226
2084,-0.305558863039,-0.107265574407,0.176954781388
2083,0.174850530231,0.007985931206,0.155446295934
2082,1.561396318657,0.143039172564,0.223604467468
2079,-0.646056427234,-0.127673738886,0.347054166415
2092,-0.093277413502,-0.046211636366,0.189859272704
2091,2.526121707744,0.217352301628,0.20640301971
2090,2.495900293282,0.146308621582,0.304242476737
2098,-0.9219470087,-0.081276313633,1.215380440597
2097,2.296010818432,0.100634060357,0.418645932244
2096,-0.002683847154,-0.02299462722,0.221954581047
2095,0.569736278643,0.068394510161,0.183683276483
2094,-0.261901713232,-0.050511129981,0.329772327339
2093,-0.196624334114,-0.032307545348,0.415315451967
1909,-0.558911081522,-0.150607346792,0.239763409097
1908,1.472687454145,0.009003628636,3.395727118312
1907,-0.531464748973,-0.104015009653,0.325426073492
1906,-0.031101585407,-0.035360263194,0.175881735133
1905,-0.219140660736,-0.033167137504,0.437349381889
1903,0.183057033792,0.004038948275,0.374322874314
1902,-0.30262126741,-0.070602244594,0.266569871499
1901,-0.668583976729,-0.049297947904,0.948234997234
1900,0.143414649536,0.000654724465,0.287400574969
1919,-0.19710244059,-0.047441462733,0.283309451449
1910,1.583623109498,0.152753307244,0.211649815323
1918,1.804669933704,0.13046658793,0.273047241334
1917,0.52430715826,0.034700227084,0.328808233495
1916,-0.015674801461,-0.019899551118,0.28190808317
1915,0.008269424247,-0.014067784303,0.332814509913
1914,0.715635337306,0.073710632596,0.21789092263
1913,-0.057429375574,-0.026447239849,0.275306001472
1912,5.166599285062,0.250188485475,0.270862837049
1911,0.617575194168,0.084171853113,0.163274625755
1921,-0.547010933148,-0.087108249799,0.403104019121
1929,1.42571463135,0.088889454821,0.335329403918
1928,1.118065638843,0.086532429863,0.282003562673
1927,-0.043582286874,-0.020195852024,0.332696791678
1926,1.235388979775,0.100887280152,0.263140667776
1925,-0.910439033138,-0.278554375169,0.337300305866
1924,-0.402702608642,-0.091472425552,0.270045202925
1923,0.412439838836,0.039681181713,0.212260726216
1922,-0.984813552761,-0.352941868438,0.43715025044
1932,1.099231161392,0.092392816926,0.260274435641
1931,1.826434332926,0.235022415362,0.152896857542
1930,1.132089347731,0.081468887615,0.302750995312
1939,38.421068192062,0.081107246122,1.817711458766
1936,2.136131571557,0.115218195995,0.348222613772
1935,-0.161204379418,-0.038179476821,0.308138451047
1934,1.21502143679,0.199058594164,0.131534326185
1933,0.074360285327,-0.006845482241,0.32527942133
1943,1.800394179973,0.123816900541,0.28721637314
1942,-0.04880314429,-0.017338696663,0.39968754602
1941,-0.85003022714,-0.224335502871,0.337175341072
1940,31.123861694313,0.04096939908,3.37707506644
1949,1.040217654363,0.106452823776,0.215260795119
1948,0.290907899806,0.01583009102,0.310054806004
1947,-0.267678506427,-0.020108091247,0.843291404218
1946,-0.805612111631,-0.185715588591,0.356913466843
1945,-0.048151797099,-0.037580749701,0.183702577833
1944,-0.747712550315,-0.213841522226,0.265556050709
1953,0.558250497607,0.04428984294,0.277138589957
1950,1.408173985689,0.051977516469,0.567886146948
1959,0.736155238265,0.013381692227,1.235249961874
1958,3.672179652789,0.26338110788,0.213882816098
1957,-0.255022622726,-0.031082765411,0.52450565851
1956,9.760593587509,0.287741162517,0.316526505697
1965,1.491795737376,0.160695021509,0.192175976114
1964,0.549647191668,0.03527787545,0.341771771919
1963,1.0688503689,0.108293523548,0.216711116504
1962,-0.092425901626,-0.040005061181,0.218412360168
1961,0.118069177636,-0.002845207539,0.23951441838
1960,1.702800942304,0.129623255821,0.263363469925
1609,0.375400943432,0.051295840742,0.143938894371
1608,1.088366261739,0.163974229744,0.145396792802
1729,0.999239458964,0.134496452949,0.164391989776
1849,0.600003318078,0.087214991969,0.152652332918
1607,0.018203788395,-0.02216146959,0.194174496227
1728,-0.154576747472,-0.054126341271,0.211776469095
1848,1.091788233946,0.086392220925,0.276719011302
1969,0.146020166259,0.001492703921,0.185243627569
1606,0.579159210465,0.0826800631,0.154790691382
1847,0.774063766605,0.077330667333,0.224775756166
1968,3.864494306852,0.222189752983,0.260979653173
1605,-0.223985069718,-0.070577459972,0.208899665285
1846,-0.377260648167,-0.116524070358,0.198427043457
1967,0.712880346128,0.073055216707,0.218978464119
1604,0.185420072801,0.004916964988,0.323252721172
1845,1.078534627319,0.076607588115,0.308766820977
1966,1.399562979424,0.08860986443,0.331500710119
1603,1.139687891591,0.099077747023,0.250371420055
1976,-0.063816725366,-0.028509155089,0.264581560623
1975,4.074364539617,0.187951690656,0.317752202317
1612,1.519036051735,0.214601839236,0.145929291809
1733,-0.068621400068,-0.067033136769,0.115482389333
1853,0.854436935706,0.078651368862,0.243259381254
1732,-0.238112364188,-0.137284766543,0.112509596323
1852,3.064324644978,0.133498202211,0.379303110338
1973,2.136531478652,0.099176465375,0.404599283907
1731,2.8452322615,0.237960233884,0.203311377565
1851,-0.155602438899,-0.022852927427,0.503622792506
1972,-0.993837905324,-0.300759567664,0.609812166772
1730,0.543849160737,0.053564273124,0.222345688042
1850,-0.757173381461,-0.12106139169,0.480626056097
1971,3.098364800064,0.331154547518,0.153935069941
1970,0.394594973022,0.037495285651,0.211369325245
1619,2.214782847936,0.136398138647,0.301482311441
1618,0.25538785067,0.021726996954,0.175854212295
1739,2.402917735208,0.124646309471,0.348357158374
1859,-0.943514941884,-0.251193705519,0.438019625174
1617,-0.355943028742,-0.11563864262,0.188903978801
1738,0.42590074676,0.047425334129,0.185427914976
1858,1.155498282609,0.131615737757,0.190699159514
1979,0.478278548536,0.021768678303,0.468888920207
1616,1.049029686263,0.155634378733,0.148336068649
1737,0.22811704763,0.016836373967,0.176145490615
1857,0.975839769921,0.052881336854,0.409281044766
1978,-0.154993837668,-0.043938381835,0.26131176523
1856,-0.118391220779,-0.034173625955,0.288338472209
1977,1.411475406248,0.099406761493,0.29748516482
1735,-0.088862768477,-0.080505617227,0.106661622945
1990,13.277449574933,0.29822703856,0.345748342065
1866,-0.607308024641,-0.141692676067,0.285465107558
1987,0.436089906013,0.031778932667,0.285495537916
1503,0.334114964101,0.038172772906,0.162231024333
1624,0.560980763512,0.037018922867,0.333429177268
1745,-0.998772010473,-0.615111470673,0.378820732832
1865,-0.016165696938,-0.023180002655,0.242842660643
1986,0.416320419348,0.021611737825,0.394698600473
1623,1.007153247087,0.106545580795,0.208988744699
1744,0.054221516442,-0.011855168702,0.249604386819
1864,1.356346321575,0.133746523873,0.214200818702
1985,2.179141248347,0.12801675989,0.317703669427
1501,-0.37645646334,-0.179800163632,0.128323567126
1622,0.386671821372,0.041249517777,0.186730445303
1743,0.590051186278,0.078022505231,0.167493590777
1863,-0.41251083685,-0.060566859912,0.418185901772
1500,0.025336572955,-0.029095300961,0.13862799657
1742,1.122763354784,0.142854884351,0.171436325418
1984,1.498300471875,0.095550432826,0.324289518383
1862,2.461481592102,0.165691412448,0.266232392229
1983,0.929229692376,0.056245301197,0.36798506363
1620,-0.595271749625,-0.194797093654,0.201867850143
1741,-0.547890687081,-0.088925314624,0.39568579979
1861,-0.518863205779,-0.070864747631,0.463608148304
1982,0.33992099847,0.02302937943,0.276272021575
1740,0.38185716847,0.034462302316,0.219560085077
1860,0.23180560043,0.008796358148,0.350414907767
1980,0.21309756715,0.00701554969,0.354477669194
1509,0.286516271223,0.026369539116,0.181092272659
1507,0.348732485586,0.024713551611,0.267803185972
1749,-0.2291309692,-0.050430965972,0.297396020642
1869,-0.822928757466,-0.087589694076,0.795300919976
1868,0.262202922767,0.013207474882,0.305258564292
1989,1.110730807967,0.06630551633,0.365951139949
1505,0.804198970212,0.090001586177,0.200521016903
1988,0.952052493724,0.094648705398,0.223598474931
1504,0.136037383624,-0.000356911513,0.176592388518
1880,-0.127172573099,-0.047001832758,0.217824451764
1877,6.134892999921,0.297147865245,0.248445865165
1998,-0.589065971208,-0.122741497656,0.315750725907
1514,1.47468079582,0.134688587133,0.227235939457
1756,2.077665256278,0.169960967278,0.231596929263
1876,2.810556675092,0.203954403756,0.235403793336
1997,-0.878089236989,-0.229605867849,0.361680774689
1875,-0.220137517919,-0.057008109122,0.255305456038
1996,-0.930973507558,-0.245992716533,0.419003306349
1874,3.831283331898,0.18453882926,0.312703097592
1995,3.718377901885,0.227181262759,0.24973886171
1753,0.021136986804,-0.019483548821,0.215157747838
1873,1.459349656621,0.102912159659,0.294985744872
1994,2.554056585073,0.108769572637,0.415392847634
1872,5.493053804151,0.280581592494,0.249145539037
1871,0.138458788935,0.000105517861,0.185688945557
1992,-0.843560149376,-0.077049423028,0.962025102925
1750,0.079418605592,-0.007924810709,0.258026053178
1870,1.165809729749,0.113956720813,0.221916231695
1991,-0.423092200656,-0.038566228415,0.67456654186
1519,0.606004180367,0.130436942749,0.103197563505
1518,-0.235574918934,-0.130631070727,0.117267689199
1517,-0.427835361996,-0.115040726685,0.228853800999
1759,-0.102357881815,-0.0436312222,0.209959735128
1516,1.13546747306,0.107117206335,0.230847426999
1758,-0.122041340641,-0.039862760781,0.251186266235
1879,-0.86035123063,-0.162663610491,0.480719464836
1878,-0.244270603114,-0.061410595793,0.2565664136
1999,0.502631150255,0.032809032475,0.330634152777
1515,0.653738589945,0.082264975344,0.177636052068
1891,1.413688250653,0.110111020607,0.268898399884
1890,-0.61134112861,-0.088723840056,0.46022264437
1888,-0.033335900638,-0.01985970118,0.317641007296
1887,0.513476353713,0.041878319505,0.265767763659
1765,-0.012358329145,-0.02640352004,0.20754954791
1885,-0.88432904109,-0.186259306998,0.455883125548
1522,0.13102072069,-0.000786409547,0.298499331738
1764,2.598594773623,0.18756454239,0.243581332119
1884,0.243327267536,0.008025769907,0.429220416035
1521,0.061184398139,-0.034155390516,0.079178303741
1763,0.244412036147,0.014117380913,0.246418407254
1883,1.599880628275,0.083821203744,0.388702215866
1520,-0.126211651822,-0.100942424395,0.101006929195
1882,1.516740997282,0.137775238568,0.227038053611
1881,1.945007591784,0.106403833434,0.353250746325
1760,0.531365542208,0.051386723419,0.225565001026
1529,-0.205506487239,-0.062643311895,0.220987550013
1889,0.761012275128,0.047599195866,0.359052424249
1781,-0.354539315811,-0.097837796872,0.222428856937
1899,0.003007243239,-0.017211097536,0.283773396471
1778,0.564864395895,0.119446026439,0.104154181013
1898,-0.935097504565,-0.138233426708,0.761137190502
1777,0.301021673194,0.035015722722,0.148863397019
1897,2.566979193206,0.162265340757,0.279352846708
1776,0.721926267774,0.066923594067,0.24214463214
1896,-0.19329414256,-0.041588343364,0.318825607948
1894,1.120299190328,0.069224704178,0.353115945108
1773,-0.421731876709,-0.113481669376,0.228463822223
1893,-0.898559852052,-0.170265077718,0.526030449669
1772,-0.130043946765,-0.0517132982,0.200426337662
1892,1.959058560778,0.153262215083,0.246498216294
1771,-0.45652802294,-0.095909454612,0.294754555268
1538,2.636890749595,0.229829067537,0.200656787631
1779,0.451943334867,0.098701727841,0.096277089195
1792,0.824536583205,0.092001953447,0.200975033816
1791,0.565406119345,0.056009777948,0.222361185431
1789,0.843369029298,0.101405259779,0.18634134249
1788,0.616431955937,0.077757777178,0.176385152471
1787,0.378662708778,0.054069380161,0.138267973639
1544,0.362287920974,0.040370205054,0.173619703868
1786,0.314762574653,0.035511363207,0.158328285206
1542,0.256470716236,0.023557074311,0.163618348378
1784,0.065021210621,-0.01179083053,0.217514990547
1541,1.147536469238,0.209396181558,0.119160883347
1782,-0.404825090209,-0.06273821937,0.395873904651
1429,0.243375800494,0.01422417253,0.242287852154
1561,-0.265419903871,-0.076337743183,0.220591959549
1558,-0.416578128235,-0.130414605313,0.196227765514
1557,0.127874438142,-0.002013631613,0.170244914776
1434,0.715602520878,0.08301497002,0.193460572378
1433,0.599514057778,0.047629103929,0.279273507589
1432,0.042657772065,-0.021615453519,0.156635895884
1431,0.108076969298,-0.005037728657,0.204364530913
1794,0.045806634193,-0.010580173523,0.308986152421
1430,1.074679048176,0.091884581768,0.256627819618
1793,1.692558343898,0.15462837056,0.219789554153
1439,0.157983933954,0.004192410718,0.162128257723
1559,0.679745963729,0.107916829447,0.141106182028
1451,0.025343760107,-0.02256433814,0.178740113833
1572,-0.476537976496,-0.146960746046,0.201982502294
1450,0.880768086827,0.082621282841,0.238320796894
1571,1.737108464781,0.186282535097,0.185976888091
1569,0.036721087166,-0.030312535043,0.118979334064
1568,-0.08711523478,-0.074232827884,0.114681560783
1446,0.444059829417,0.034477879505,0.269432707473
1567,0.898960943981,0.105255720328,0.190691031596
1445,2.248887257805,0.15108928233,0.274989520022
1566,1.640662177717,0.227756258679,0.14579281259
1444,2.576561720831,0.213526330354,0.212798555467
1443,0.476357577703,0.042311358885,0.240032994276
1564,-0.103316329251,-0.047591828791,0.193349935464
1563,0.296230656709,0.036678682355,0.138190987258
1441,1.211546607537,0.026694048258,0.978515092606
1562,0.022023261575,-0.017733150336,0.23450491057
